transaction_id,transaction_datetime,transaction_type,amount,origin_account,destination_account,old_balance_origin,new_balance_origin,old_balance_destination,new_balance_destination,is_fraud,is_flagged_fraud,merchant_category,location,channel
TXN-6787c3db-547f-48d1-92b2-8bb04d089f22,2025-01-17 06:30:14,CASH_IN,570.11,ACC14197492,ACC37122588,10511.69,11081.8,2000.4,2000.4,0,0,transport,Nottingham,atm
TXN-d1f864cb-d5eb-4f05-a84f-91a4494a1e52,2025-01-17 14:05:03,DEBIT,1323.07,ACC86286724,ACC66487347,19556.17,18233.1,29606.48,30929.55,0,0,retail,Newcastle,mobile_app
TXN-839183c4-51c6-4ce2-9f22-add949fd45af,2025-01-17 20:36:45,CASH_IN,2483.68,ACC75140950,ACC56135950,6525.02,9008.7,8507.79,8507.79,0,0,groceries,London,online_banking
TXN-cfa9eaa8-f691-430e-b6c8-c6a2e1200487,2025-01-17 21:36:54,TRANSFER,6572.08,ACC40358823,ACC79718627,14103.59,7531.51,32.59,6604.67,0,0,travel,London,branch
TXN-d7fb095e-8948-41c9-a213-79169ad53e8e,2025-01-17 23:51:54,PAYMENT,250.01,ACC41478466,ACC23427820,14539.23,14289.22,14615.71,14865.72,0,0,restaurants,Cardiff,atm
TXN-e63188b6-f27c-4734-abfd-93d1a13bdd25,2025-01-18 15:01:39,TRANSFER,4008.81,ACC90869462,ACC78759020,6922.89,2914.08,8825.21,12834.02,0,0,restaurants,Edinburgh,atm
TXN-d0fba44a-aa87-49fa-88f4-5e04d74295c0,2025-01-18 15:15:49,CASH_OUT,4149.32,ACC36770773,ACC96255361,11058.7,6909.38,1829.37,5978.69,0,0,healthcare,Leeds,branch
TXN-5ec09c7f-17b3-4df8-99c3-32aa75354459,2025-01-18 15:21:36,CASH_IN,4006.95,ACC34627347,ACC47385696,2274.45,6281.4,5747.7,5747.7,0,0,travel,Leeds,atm
TXN-3dee5426-fb9a-47d0-a62f-d67d7c0cd311,2025-01-18 21:55:24,PAYMENT,96.65,ACC84097665,ACC38996393,2919.18,2822.53,25682.56,25779.21,0,0,retail,Liverpool,online_banking
TXN-6db3e030-1a5a-4b4a-84d7-b939e60da025,2025-01-18 23:21:32,CASH_OUT,8815.84,ACC29173414,ACC19182050,2828.87,0.0,23203.81,32019.65,0,0,healthcare,Cardiff,atm
TXN-2b01f068-1f62-4b64-8df4-3493c6b1c6a1,2025-01-19 02:37:23,CASH_OUT,8858.27,ACC67229772,ACC42917412,16368.23,7509.96,20621.0,29479.27,0,0,travel,Glasgow,online_banking
TXN-692b3eb6-5fcd-4ab2-88ce-aef9fee0316f,2025-01-19 08:14:57,TRANSFER,336.16,ACC51262331,ACC26823411,16310.02,15973.86,6670.74,7006.9,0,0,utilities,Birmingham,atm
TXN-cfb3e7a0-21cc-4cba-8634-5743b1d10f96,2025-01-19 10:11:17,CASH_OUT,2091.68,ACC22485824,ACC15892193,19664.0,17572.32,12594.48,14686.16,0,0,utilities,Newcastle,mobile_app
TXN-6b25c0f6-125b-4620-8170-49395f23f312,2025-01-19 10:17:02,PAYMENT,2168.01,ACC45164329,ACC34243439,2307.54,139.53,27815.97,29983.98,0,0,transport,Manchester,card_terminal
TXN-87ccbf63-4d7c-4e99-b234-8ae29ed2ecde,2025-01-19 10:48:25,DEBIT,559.24,ACC39380829,ACC77086404,7966.72,7407.48,16148.79,16708.03,0,0,travel,Birmingham,card_terminal
TXN-41be86eb-5468-462a-88b0-284ea0e4fc97,2025-01-19 13:35:29,DEBIT,1117.73,ACC82536595,ACC32573855,16940.93,15823.2,15012.97,16130.7,0,0,utilities,Newcastle,branch
TXN-60e66eed-b293-4fb5-8bfc-3dfafe389a24,2025-01-19 15:31:16,TRANSFER,1248.59,ACC12370465,ACC92740848,8085.53,6836.94,8215.85,9464.44,0,0,utilities,Manchester,online_banking
TXN-bdf13596-8a81-4ad5-af41-1a31a1a36aae,2025-01-20 01:00:46,CASH_OUT,977.88,ACC92959929,ACC82970485,610.24,0.0,346.14,1324.02,0,0,transport,Cardiff,online_banking
TXN-62fd299f-fb01-4c18-a5de-3970353436aa,2025-01-20 01:15:41,CASH_IN,1782.64,ACC92423989,ACC93104469,18175.25,19957.89,8249.45,8249.45,0,0,utilities,Glasgow,online_banking
TXN-edd4b3fb-2d61-4cbb-9bd5-c451e603f960,2025-01-20 04:39:09,DEBIT,730.3,ACC50320166,ACC43373708,8803.37,8073.07,27216.23,27946.53,0,0,healthcare,Sheffield,mobile_app
TXN-a204bc53-d5d6-4848-9ebf-a0fc76309d12,2025-01-20 08:37:09,PAYMENT,1951.39,ACC31810617,ACC33763566,17694.28,15742.89,12191.32,14142.71,0,0,financial_services,London,atm
TXN-8cd9d047-f065-4717-9057-3018ce258a8b,2025-01-20 14:59:23,PAYMENT,1626.8,ACC92688322,ACC69375757,8857.98,7231.18,21672.96,23299.76,0,0,utilities,Manchester,card_terminal
TXN-c5b77670-cb24-45f2-a6d3-41759e71bb33,2025-01-20 15:24:20,PAYMENT,1684.08,ACC60598851,ACC19927432,2869.66,1185.58,9084.98,10769.06,0,0,travel,Cardiff,branch
TXN-50b4b0ed-a185-4a11-8aec-86688ccaaee0,2025-01-20 16:14:25,TRANSFER,2724.5,ACC41101353,ACC68237550,11675.11,8950.61,24231.99,26956.49,0,0,retail,Birmingham,atm
TXN-e9c19bf5-e8eb-4e14-9ab5-8cd565c33dfa,2025-01-20 17:32:56,CASH_IN,2364.15,ACC12658997,ACC61193233,8511.68,10875.83,18281.83,18281.83,0,0,financial_services,Manchester,online_banking
TXN-5e2e5451-141a-4a89-a882-8feccaa10ea1,2025-01-20 20:13:53,CASH_OUT,8932.08,ACC98237348,ACC95450010,6379.3,0.0,29836.95,38769.03,0,0,travel,London,branch
TXN-6aa08e04-6cd5-4f0f-8b74-b0c1adb267c3,2025-01-20 20:53:16,TRANSFER,3306.59,ACC10681501,ACC66072388,11631.39,8324.8,26754.68,30061.27,0,0,groceries,London,online_banking
TXN-33039ed7-8128-485c-9f2a-ffe9cc61f942,2025-01-20 22:49:38,TRANSFER,1217.6,ACC64223156,ACC42883478,10357.16,9139.56,10154.57,11372.17,0,0,groceries,Manchester,mobile_app
TXN-5f3686e6-089c-4475-9d10-57e6586203a0,2025-01-21 00:34:08,DEBIT,337.76,ACC75359668,ACC20834405,15841.94,15504.18,18965.84,19303.6,0,0,groceries,London,mobile_app
TXN-f092f9d6-a9d9-41fa-bdf3-7fe2548159eb,2025-01-21 01:08:01,PAYMENT,1679.6,ACC29163535,ACC91547054,8183.58,6503.98,15392.58,17072.18,0,0,travel,London,mobile_app
TXN-809cbda0-c754-44c5-ad62-3722ad0d31e7,2025-01-21 05:15:19,CASH_IN,3451.31,ACC77885433,ACC27062291,18961.62,22412.93,21951.51,21951.51,0,0,travel,Edinburgh,branch
TXN-e96a90a7-337f-41c4-8f3f-72a780f83e76,2025-01-21 09:55:55,DEBIT,1779.95,ACC70306604,ACC78901038,10366.6,8586.65,3740.33,5520.28,0,0,entertainment,Sheffield,mobile_app
TXN-65e98e5a-3b19-4504-bac4-00b311d50057,2025-01-21 13:28:23,TRANSFER,962.99,ACC51827259,ACC53537934,10656.61,9693.62,11285.83,12248.82,0,0,transport,London,mobile_app
TXN-34548378-7f05-4590-9b68-5a5dbfe9499e,2025-01-21 14:33:56,TRANSFER,4249.05,ACC71212377,ACC21174172,11041.99,6792.94,7820.23,12069.28,0,0,restaurants,Glasgow,card_terminal
TXN-03507175-2b0f-4631-9e09-572586e889eb,2025-01-22 01:53:07,CASH_OUT,6563.15,ACC63196064,ACC93967184,5082.75,0.0,11155.31,17718.46,0,0,restaurants,Edinburgh,mobile_app
TXN-60787ad6-91a9-47be-a8d0-543aa26d90bd,2025-01-22 02:35:37,DEBIT,681.27,ACC51792388,ACC92310750,18871.23,18189.96,24120.09,24801.36,0,0,retail,Newcastle,atm
TXN-4756e645-26af-49b2-ae4d-b0e6db6e0a14,2025-01-22 05:20:12,PAYMENT,1420.33,ACC22604400,ACC23420761,19809.22,18388.89,25060.77,26481.1,0,0,restaurants,Edinburgh,mobile_app
TXN-ee36ad5f-f38a-4ae3-a50f-aaf1e5d6c829,2025-01-22 09:21:21,TRANSFER,8770.78,ACC74672520,ACC49613214,7380.56,0.0,15053.84,23824.62,0,0,retail,Manchester,card_terminal
TXN-1c0757a9-2333-435b-9b3b-26d01815e853,2025-01-22 13:28:07,PAYMENT,437.75,ACC84277128,ACC32146747,1358.12,920.37,8216.8,8654.55,0,0,travel,Leeds,card_terminal
TXN-f0cd6a6a-3c55-46ea-99a4-5bea6163bb52,2025-01-22 19:47:45,PAYMENT,488.57,ACC53299559,ACC52441045,12597.8,12109.23,22940.68,23429.25,0,0,restaurants,Liverpool,card_terminal
TXN-eb773283-0619-4c74-a801-0db84e9dd4c1,2025-01-22 22:31:25,CASH_OUT,7709.01,ACC31580852,ACC81848989,1041.65,0.0,10593.63,18302.64,0,0,restaurants,Birmingham,atm
TXN-24c6552c-1ae1-4bcc-b36f-3b5997fe87d5,2025-01-22 23:19:22,CASH_IN,1917.73,ACC55283492,ACC66615250,5801.82,7719.55,18951.37,18951.37,0,0,financial_services,Manchester,mobile_app
TXN-39be8798-f55e-4d24-aab9-bda8a3021972,2025-01-23 00:18:25,CASH_IN,1777.91,ACC26745522,ACC72101540,16274.35,18052.26,24824.01,24824.01,0,0,retail,Leeds,mobile_app
TXN-f9030c98-ae52-4e3c-b3c5-7a7099e7e200,2025-01-23 06:38:02,CASH_OUT,863.61,ACC62741841,ACC16074522,10118.55,9254.94,3418.06,4281.67,0,0,transport,Sheffield,card_terminal
TXN-93179029-4688-4e81-86a8-4ec1b50e339c,2025-01-23 07:15:46,TRANSFER,2111.73,ACC30980122,ACC91302255,13844.88,11733.15,2585.76,4697.49,0,0,travel,Manchester,card_terminal
TXN-4f6e6a39-9304-441b-b017-82f81a3f59dc,2025-01-23 14:06:08,DEBIT,140.58,ACC60128319,ACC28307917,8773.71,8633.13,6484.95,6625.53,0,0,travel,Edinburgh,branch
TXN-f9c52301-8c1c-4628-a577-2830e4d318a9,2025-01-23 14:49:23,TRANSFER,9632.42,ACC77946127,ACC24289484,9149.7,0.0,12118.69,21751.11,1,1,healthcare,Manchester,card_terminal
TXN-e9076b19-4953-47e4-8c93-4379c4a7cc9f,2025-01-23 15:20:49,CASH_IN,746.3,ACC77054885,ACC28048483,19187.04,19933.34,4486.44,4486.44,0,0,healthcare,Newcastle,online_banking
TXN-e4c279b9-1f88-47c2-80ee-1bf054a4287e,2025-01-23 16:44:09,TRANSFER,3284.24,ACC81555103,ACC55946354,13278.31,9994.07,15764.31,19048.55,0,0,healthcare,Bristol,card_terminal
TXN-3a2817d7-4ef1-4107-add1-cb9714ee6821,2025-01-23 18:19:27,PAYMENT,282.61,ACC31521650,ACC11458621,1294.02,1011.41,19273.63,19556.24,0,0,financial_services,Sheffield,atm
TXN-e0664f67-033d-4c43-a2fb-e3a286b46423,2025-01-23 20:12:13,CASH_IN,945.05,ACC32396311,ACC75718640,12746.48,13691.53,20802.99,20802.99,0,0,restaurants,Birmingham,branch
TXN-bb7b8ac4-e68a-4f2b-9373-b3653a41b9c3,2025-01-24 04:16:48,PAYMENT,773.62,ACC27659164,ACC37226295,14630.22,13856.6,28828.98,29602.6,0,0,groceries,Cardiff,branch
TXN-4181a56d-e152-4f2b-8d77-7df062d6f934,2025-01-24 04:53:27,CASH_IN,2095.87,ACC36577865,ACC75293067,5837.97,7933.84,12928.49,12928.49,0,0,entertainment,Newcastle,card_terminal
TXN-8ca1481b-4727-4e82-94b8-466543352ce8,2025-01-24 05:07:10,DEBIT,2068.34,ACC74082804,ACC53433080,10354.09,8285.75,2602.13,4670.47,0,0,utilities,London,branch
TXN-4e24ceb8-82cf-4429-aa86-becdb0f1a8ad,2025-01-24 08:02:19,TRANSFER,2156.78,ACC92796892,ACC43922427,18122.0,15965.22,25543.77,27700.55,0,0,utilities,Manchester,atm
TXN-8cf7861e-f20e-413e-85b1-504ac0b7dcfc,2025-01-24 09:11:04,PAYMENT,533.88,ACC75939337,ACC58799048,9493.96,8960.08,27254.46,27788.34,0,0,retail,Liverpool,atm
TXN-991e3d6a-b11f-456c-841b-b98c2f877901,2025-01-24 10:41:46,CASH_IN,2546.43,ACC23100061,ACC73187139,16923.84,19470.27,25219.16,25219.16,0,0,entertainment,Edinburgh,atm
TXN-c5edf27c-ebfe-4886-9259-71d7b4f18400,2025-01-24 18:36:35,CASH_OUT,8986.31,ACC47616749,ACC63402482,17631.65,8645.34,17235.58,26221.89,0,0,utilities,Cardiff,branch
TXN-24d76275-5794-4590-9f20-a25b5e5789fb,2025-01-24 21:18:55,DEBIT,1161.63,ACC83337520,ACC28160554,12957.42,11795.79,2713.22,3874.85,0,0,financial_services,Sheffield,online_banking
TXN-4f176d24-6b9b-4404-9f09-bb0f4b421253,2025-01-24 23:19:08,CASH_OUT,4292.38,ACC98222374,ACC68000104,9294.88,5002.5,23932.67,28225.05,0,0,financial_services,London,card_terminal
TXN-e3618854-35be-4e7c-8683-1ec80a59d240,2025-01-25 03:07:54,CASH_OUT,2051.87,ACC88129206,ACC13253847,3325.58,1273.71,24415.13,26467.0,0,0,transport,Leeds,online_banking
TXN-a628b8f5-150b-4623-8559-42d00e27ba5f,2025-01-25 08:41:40,CASH_OUT,5541.58,ACC86745380,ACC61401477,10914.26,5372.68,13660.34,19201.92,0,0,utilities,Sheffield,atm
TXN-f3c9a206-0af8-4bf8-9654-ed024335e187,2025-01-25 09:49:38,CASH_OUT,8281.17,ACC24549320,ACC24012339,3380.0,0.0,24100.18,32381.35,0,0,transport,Bristol,branch
TXN-0232b06b-286c-4f51-8d9c-2d545da5f629,2025-01-25 20:13:20,CASH_IN,1920.19,ACC61619474,ACC58357021,10947.86,12868.05,19874.63,19874.63,0,0,financial_services,Birmingham,branch
TXN-52f7f126-a77a-4c42-91db-f8a4bd0d3ddb,2025-01-25 22:36:21,CASH_IN,3883.19,ACC43638559,ACC98473848,4679.36,8562.55,24057.96,24057.96,0,0,entertainment,Glasgow,atm
TXN-7b2093c7-614a-4410-b649-3c34e87868e3,2025-01-25 22:59:10,CASH_OUT,783.63,ACC88609496,ACC58306200,697.35,0.0,3455.68,4239.31,0,0,groceries,London,mobile_app
TXN-07021455-e327-4170-af6d-2e6795a6caa1,2025-01-26 07:00:37,DEBIT,61.09,ACC48462422,ACC47131272,15194.03,15132.94,19165.53,19226.62,0,0,healthcare,Bristol,atm
TXN-9d214abd-65c0-4caf-a540-89dbf2bde1bb,2025-01-26 07:07:33,CASH_OUT,7002.32,ACC43889297,ACC75914731,7614.82,612.5,29666.13,36668.45,0,0,travel,Glasgow,mobile_app
TXN-1d28b7fc-10aa-41c1-a142-5d26c0ba4359,2025-01-26 09:53:53,CASH_IN,3037.14,ACC74581639,ACC20739561,6131.7,9168.84,17292.65,17292.65,0,0,retail,Sheffield,online_banking
TXN-a3a81aa1-11e6-4aea-8125-d6f99e2ceea7,2025-01-26 10:57:40,CASH_OUT,1434.8,ACC50935883,ACC21488759,15376.44,13941.64,7500.61,8935.41,0,0,restaurants,Cardiff,card_terminal
TXN-138be301-cc2b-465a-8e42-e5cf03faec7a,2025-01-26 13:01:53,PAYMENT,1246.86,ACC64996550,ACC49641367,12219.14,10972.28,23338.77,24585.63,0,0,entertainment,London,mobile_app
TXN-37882508-33ad-4432-85e0-258c8f3f42b4,2025-01-26 14:00:22,DEBIT,1599.15,ACC74855088,ACC24314759,8543.75,6944.6,7502.95,9102.1,0,0,utilities,Sheffield,atm
TXN-c4fff7a3-96fa-4489-9b23-d2c91e60f54d,2025-01-26 14:34:15,TRANSFER,9171.14,ACC35226688,ACC19212612,7772.96,0.0,13572.96,22744.1,0,0,restaurants,Sheffield,online_banking
TXN-4d23667a-920e-49cc-bcad-293ee9f83afa,2025-01-27 07:36:40,CASH_IN,627.68,ACC92148463,ACC17809403,17202.22,17829.9,9876.26,9876.26,0,0,transport,Cardiff,online_banking
TXN-a4863f14-ed79-4185-91a0-5d16435ff7da,2025-01-27 09:43:23,TRANSFER,3649.7,ACC83715012,ACC27584297,15153.22,11503.52,18762.26,22411.96,0,0,restaurants,Nottingham,card_terminal
TXN-f6d31bbe-9def-4b4b-a2fd-b38b7c1d7fd2,2025-01-27 17:31:00,PAYMENT,284.22,ACC97056735,ACC29482265,416.12,131.9,29115.61,29399.83,0,0,utilities,Sheffield,online_banking
TXN-0db90431-e2bd-42e8-a8e3-553a35a14671,2025-01-27 19:35:17,PAYMENT,1736.02,ACC38437423,ACC37353754,2314.43,578.41,13501.85,15237.87,0,0,healthcare,Newcastle,atm
TXN-d7b6baab-de55-4c93-985d-e8ba878e795c,2025-01-27 19:43:22,CASH_IN,556.27,ACC63024581,ACC67429121,6610.12,7166.39,16861.62,16861.62,0,0,transport,Leeds,card_terminal
TXN-397194a5-ec33-459f-bd08-df988f267724,2025-01-27 21:01:20,PAYMENT,751.86,ACC54522609,ACC57458790,14526.79,13774.93,9465.09,10216.95,0,0,transport,Birmingham,card_terminal
TXN-e89b73c6-8a9c-46bb-8e90-91eb282d71e8,2025-01-27 21:22:23,CASH_OUT,5656.92,ACC29353063,ACC63458386,754.75,0.0,27862.99,33519.91,0,0,transport,Liverpool,card_terminal
TXN-0e9d4ea1-ed84-4638-9ace-2d869f425682,2025-01-28 01:04:26,PAYMENT,1281.8,ACC53961638,ACC28597882,3131.69,1849.89,26006.23,27288.03,0,0,utilities,Manchester,card_terminal
TXN-4a238654-f61e-4cc2-9019-bafa40ce9423,2025-01-28 08:03:32,PAYMENT,73.49,ACC96889858,ACC40214026,1088.06,1014.57,25614.64,25688.13,0,0,utilities,Liverpool,atm
TXN-45e547f2-4176-4bd9-969e-085f8cf17a70,2025-01-28 10:18:09,CASH_OUT,7477.11,ACC35415894,ACC66147435,7703.26,226.15,12939.26,20416.37,0,0,entertainment,Sheffield,atm
TXN-d8f5da1d-1c3b-43af-82ae-8e5260a289f6,2025-01-28 10:18:15,TRANSFER,4893.91,ACC89600725,ACC26567268,1385.87,0.0,8841.8,13735.71,0,0,groceries,Nottingham,atm
TXN-97e0e0ab-0eab-4e45-ac09-3d1ddd227983,2025-01-28 11:05:53,CASH_OUT,2970.77,ACC96298460,ACC79193132,4340.01,1369.24,22140.77,25111.54,0,0,groceries,Nottingham,branch
TXN-8cdac23e-6eef-4445-9590-32e91d965c35,2025-01-28 11:08:27,DEBIT,521.96,ACC67045601,ACC60611218,17908.2,17386.24,13562.4,14084.36,0,0,entertainment,Bristol,mobile_app
TXN-88af04a4-0af4-4061-b25f-89799e0b2905,2025-01-28 12:15:18,CASH_OUT,7600.13,ACC23718431,ACC22448136,3277.22,0.0,12678.43,20278.56,0,0,financial_services,Manchester,mobile_app
TXN-88ae5199-0ffe-4735-8554-0bada099ba8a,2025-01-28 14:49:28,CASH_IN,1361.71,ACC75023164,ACC79323646,8393.78,9755.49,19366.64,19366.64,0,0,retail,London,atm
TXN-7a9470d0-3a65-40a8-a452-65dfda0381b8,2025-01-28 21:18:17,CASH_OUT,2546.35,ACC78495121,ACC47756962,13631.96,11085.61,29977.26,32523.61,0,0,groceries,Birmingham,card_terminal
TXN-0f85e5eb-66fd-41ac-964c-7467debe2086,2025-01-28 23:49:09,TRANSFER,833.59,ACC28906261,ACC31615365,12556.46,11722.87,28584.55,29418.14,0,0,healthcare,Newcastle,branch
TXN-374f40d4-2c9f-462e-ab6d-b9ca3cfc7069,2025-01-28 23:51:49,CASH_IN,349.62,ACC77005685,ACC63100814,18271.41,18621.03,17015.4,17015.4,0,0,travel,Birmingham,atm
TXN-4f160f63-209d-4a69-9ec1-90ad87ccd2c4,2025-01-29 11:48:24,TRANSFER,4649.49,ACC17507864,ACC40742311,5471.96,822.47,27761.74,32411.23,0,0,groceries,Bristol,online_banking
TXN-bafd75cb-aa96-46b8-8315-453cce52d40d,2025-01-29 16:13:49,PAYMENT,558.89,ACC60213478,ACC62497139,14962.38,14403.49,16739.8,17298.69,0,0,travel,Glasgow,atm
TXN-27a2b9e8-ddae-4e19-a5e6-c8e64ac46404,2025-01-29 22:23:43,PAYMENT,1123.45,ACC15820356,ACC98436473,7304.58,6181.13,17809.98,18933.43,0,0,healthcare,Liverpool,branch
TXN-fa39fabb-8ca8-4b6d-b878-2bc50d50be3e,2025-01-30 02:37:21,DEBIT,2350.52,ACC14949636,ACC29003951,17416.98,15066.46,16096.84,18447.36,0,0,travel,Glasgow,branch
TXN-8471705d-8e3d-4606-b527-5f29daefa960,2025-01-30 02:48:24,CASH_IN,4438.12,ACC79060560,ACC96366021,231.29,4669.41,26461.03,26461.03,0,0,restaurants,Leeds,branch
TXN-834b8391-17a8-4aa6-960f-11e86e4ea9ab,2025-01-30 03:17:26,CASH_IN,198.78,ACC68246664,ACC23212812,1461.57,1660.35,18934.83,18934.83,0,0,transport,Nottingham,card_terminal
TXN-3bb4a0b7-4f79-4be7-a219-c3490e602b62,2025-01-30 07:22:57,TRANSFER,7384.27,ACC43513553,ACC93026670,4773.74,0.0,7261.7,14645.97,0,0,retail,Birmingham,branch
TXN-cdea9e30-ca20-49af-a22c-b11d0ebb0be1,2025-01-30 09:37:55,PAYMENT,723.82,ACC93893865,ACC89160218,5726.1,5002.28,25788.2,26512.02,0,0,utilities,Sheffield,online_banking
TXN-ac497f75-4b98-4029-b65e-9ecb6b6b0098,2025-01-30 13:51:39,CASH_OUT,8649.61,ACC78255127,ACC23368583,479.66,0.0,26022.31,34671.92,0,0,retail,Nottingham,atm
TXN-8a815389-a874-4483-986d-2b88a7cf73a7,2025-01-30 15:25:31,CASH_IN,3562.81,ACC31045425,ACC46484083,5235.28,8798.09,17161.95,17161.95,0,0,transport,Newcastle,card_terminal
TXN-64aa9762-483a-4c08-9fc5-f23a7619bdcc,2025-01-30 18:46:50,DEBIT,2164.34,ACC88786294,ACC84170763,4628.81,2464.47,21700.08,23864.42,0,0,travel,Edinburgh,online_banking
TXN-0616a49b-2f71-4a7d-b76a-b5829113c012,2025-01-30 21:15:41,CASH_OUT,893.35,ACC15522109,ACC72445215,15057.29,14163.94,8851.44,9744.79,0,0,healthcare,Cardiff,card_terminal
TXN-45e22459-c6eb-48df-a171-79493c8b9e44,2025-01-31 14:31:26,PAYMENT,1370.15,ACC21970652,ACC12753078,12085.6,10715.45,2776.53,4146.68,0,0,utilities,Birmingham,mobile_app
TXN-4077a912-4e61-4f9c-b6a9-ef2c6ab49f0c,2025-01-31 14:46:37,TRANSFER,2706.0,ACC42008703,ACC25241574,5812.19,3106.19,4817.53,7523.53,0,0,entertainment,Leeds,branch
TXN-ae2ff0fb-ccb7-4ad4-8eb0-d4cbdc4f8027,2025-01-31 15:43:05,PAYMENT,2052.78,ACC89210454,ACC62917798,7248.97,5196.19,25837.44,27890.22,0,0,retail,Edinburgh,card_terminal
TXN-ab06a9a0-8316-4eef-a85a-35f2d1673d41,2025-01-31 18:01:05,DEBIT,1870.87,ACC61792685,ACC25132198,5981.29,4110.42,1637.07,3507.94,0,0,utilities,Nottingham,online_banking
TXN-0dfefa74-9fe3-46e3-9816-8aa1529d376c,2025-01-31 18:07:10,DEBIT,429.11,ACC88270025,ACC29208935,1671.47,1242.36,26125.19,26554.3,0,0,utilities,Nottingham,online_banking
TXN-0cd7dea6-955e-4449-9ffd-56764ba4f3aa,2025-01-31 18:16:02,CASH_OUT,1898.62,ACC46138183,ACC65141717,12131.01,10232.39,17338.16,19236.78,0,0,healthcare,Cardiff,online_banking
TXN-2c68c848-7944-49dd-b883-38922a423f0e,2025-01-31 23:02:36,CASH_OUT,3636.25,ACC68272190,ACC53555463,1136.54,0.0,20000.84,23637.09,0,0,groceries,Birmingham,online_banking
TXN-d72fa260-7fc8-4ccf-a7d2-85630ec6cc6f,2025-01-31 23:34:47,DEBIT,1734.43,ACC22177508,ACC12138110,8191.7,6457.27,6540.19,8274.62,0,0,travel,Glasgow,mobile_app
TXN-567a7857-4987-4ed9-8184-bec6eb09f1b1,2025-02-01 04:07:49,CASH_IN,2878.13,ACC13478029,ACC34970946,10636.25,13514.38,11941.02,11941.02,0,0,travel,Newcastle,mobile_app
TXN-2b524095-b2db-420b-a10a-de5e5db00728,2025-02-01 05:48:52,TRANSFER,1013.28,ACC53947691,ACC87535841,5875.22,4861.94,11524.5,12537.78,0,0,retail,Leeds,online_banking
TXN-be8de3b5-8d22-41bc-8edc-01b6f7b59650,2025-02-01 09:42:50,TRANSFER,7834.75,ACC31367172,ACC24508349,8293.09,458.34,20097.21,27931.96,0,0,financial_services,London,atm
TXN-22466638-d420-4af7-bf77-36df4211f903,2025-02-01 11:38:42,PAYMENT,279.59,ACC16382911,ACC34394290,7335.17,7055.58,28289.96,28569.55,0,0,groceries,London,atm
TXN-fe4af996-3b2e-402e-ae1f-a095e4774db5,2025-02-01 11:51:54,CASH_IN,1471.41,ACC60473288,ACC47621248,13929.66,15401.07,14730.22,14730.22,0,0,financial_services,Bristol,atm
TXN-5f75e81d-8026-443e-aa76-70339e2276bb,2025-02-01 14:17:52,CASH_OUT,7029.19,ACC75694038,ACC29081953,2740.55,0.0,4387.3,11416.49,0,0,restaurants,Glasgow,online_banking
TXN-73ebaf5f-b4f1-4756-90cc-5008bf0972f1,2025-02-01 16:46:15,CASH_OUT,6751.32,ACC56460773,ACC30820038,10934.46,4183.14,15958.01,22709.33,0,0,restaurants,Leeds,branch
TXN-56ba984e-7ed8-4b3a-8d67-401fb21a5952,2025-02-01 22:33:53,PAYMENT,1898.56,ACC20655497,ACC18042731,2568.72,670.16,7091.89,8990.45,0,0,entertainment,Bristol,card_terminal
TXN-e6beeb66-c83a-4fc3-9048-a42cac211d5f,2025-02-02 00:12:19,CASH_IN,2153.97,ACC54367386,ACC72589932,11176.31,13330.28,3902.0,3902.0,0,0,entertainment,London,mobile_app
TXN-2cde71cd-76b4-4e31-837d-af4987f7759d,2025-02-02 01:16:28,CASH_OUT,439.47,ACC21356205,ACC26739248,11544.11,11104.64,19579.22,20018.69,0,0,healthcare,Liverpool,mobile_app
TXN-c653d0c1-2002-4344-9659-7ae5be620a1c,2025-02-02 03:44:47,CASH_IN,1813.42,ACC87029205,ACC25479814,10042.24,11855.66,17006.58,17006.58,0,0,utilities,Edinburgh,card_terminal
TXN-77733fab-743f-4a35-b416-ebe74d030005,2025-02-02 06:21:11,TRANSFER,78.21,ACC24754064,ACC98725654,17182.28,17104.07,4340.64,4418.85,0,0,groceries,Birmingham,card_terminal
TXN-a739beee-4e68-4c2e-9650-9c8f0cb8356d,2025-02-02 07:01:47,CASH_IN,2635.82,ACC14569008,ACC13181023,13741.44,16377.26,10545.49,10545.49,0,0,transport,London,mobile_app
TXN-a90c2083-e2d4-4459-be80-b0d642ed504a,2025-02-02 13:15:48,CASH_OUT,4932.09,ACC71572485,ACC11820133,7080.54,2148.45,16371.45,21303.54,0,0,retail,Liverpool,branch
TXN-1345a597-bbb9-404e-84c9-45e20f282acb,2025-02-02 17:16:20,PAYMENT,125.35,ACC30552371,ACC37581060,2404.22,2278.87,13329.43,13454.78,0,0,groceries,Liverpool,mobile_app
TXN-8fc4daa6-f33c-4c96-95e4-8e64c982c920,2025-02-02 17:26:33,CASH_OUT,2911.92,ACC38720823,ACC37121108,14311.41,11399.49,10390.91,13302.83,0,0,healthcare,Liverpool,mobile_app
TXN-6490e553-4a88-481c-aef8-69f10c69fca6,2025-02-03 00:20:44,CASH_OUT,5539.13,ACC78929583,ACC30869686,17652.22,12113.09,12079.54,17618.67,0,0,entertainment,Birmingham,card_terminal
TXN-ce46b30e-09ae-4b26-998c-a72196527a71,2025-02-03 01:53:02,TRANSFER,8412.55,ACC46905154,ACC21135154,14553.62,6141.07,24212.92,32625.47,0,0,entertainment,Glasgow,card_terminal
